id	timestamp	code_sha256	parameters	basis	precision	quotient	rigorous_status	wall_seconds	peak_memory_kb	notes
RIESZ-MULTIBAND-PSD-INFERENCE-REJECTED	2026-09-03T07:18:00+02:00	NA	Definition5;two cutoffs eta1<eta2	abstract two-band marginal kernel	exact 2x2 determinant/eigen-sign check	NA	EXACT LOGICAL COUNTERCHECK;SUMMED BAND ENERGIES NOT SUFFICIENT	NA	lightweight	For eta1<s<=eta2 the cutoff kernel is [[0,1],[1,1]], determinant -1 and q(1,-1)=-1. Single-band Riesz lemma remains viable; combined bands require exact outer J or a special sign proof.
BV-D20-LIMIT482-FIXED-D18-RITZ	2026-09-03T07:09:00+02:00	02471a6e151c117e327034d835d75fb2b0421afe6dc3f2b6ea5fa4296bf20f82	k=48;canonicalB20prefix482;D18vectorFixed;11newCoordinates	span of frozen exact D18 vector plus first11 degree19 labels	Decimal300/2000 then150-significant-digit exact Fraction contraction	.9853508408501772415568788725764991047	EXACT CONDITIONAL ON CACHE;NOT INDEPENDENT;NO CAP/THEOREM	7.325	lightweight	Artifact SHA212ce8e5; exact gain over D18 is only9.453777756e-22, showing raw new coordinates require reoptimization of the old D18 coefficients.
BV-D20-LIMIT482-UNSEEDED-POWER-FAIL	2026-09-03T07:08:00+02:00	f660a30d8dd83f13459e0412ded1e28c7ec0864abb41ad04a396475a7905e1d4	k=48;canonicalB20prefix482;snapshotSHA34ed92d9	graded-even B20 prefix	Decimal100/80 discovery plus forbidden limit_denominator	.2527355796243316	FAILED VECTOR RATIONALIZATION AND NONCONVERGED DISCOVERY;PRESERVED NEGATIVE CONTROL	NA	moderate	Artifact SHAdd12464d; Decimal iterate reports .9829283289 below contained D18 value, float root is spurious123832.7, and exact low-denominator vector collapses to .2527. Never use as D20 evidence; warm-start/common-grid refinement required.
BV-AQUARTER-D20-FULL-BUILD-LAUNCHED	2026-09-03T06:53:00+02:00	f660a30d8dd83f13459e0412ded1e28c7ec0864abb41ad04a396475a7905e1d4	k=48;alpha=103/400;eta=97/400;delta=7/250;D20dim707;cacheStartSHAda60a72d	graded-even B20;236 labels beyond completed B18	Fraction exact moments then Decimal100/80-iteration discovery	NA	RUNNING SOURCE-BOUND MATRIX BUILD;NO D20 QUOTIENT YET	NA	projected below 1GiB	Full build authorized after calibrated capped-D18 Riesz shortfall fell to about .0011; output path aquarter_fullsimplex_k48_B20_current.json. Generated vector will be discovery only and needs high-precision refinement plus cache-free exact checking.
ADAPTIVE-D18-H2-BRIDGE-SEED2361818	2026-09-03T06:45:00+02:00	bffec107b25dbe38275675ccd5d16cbd64d7e6af2b0c64fb49af699900270cfe	k=48;delta=1/60;alpha2=237991/900000;eta2=224491/900000;8chains;burn1000;3000draws	refined inner D18 Riesz representer;target density natural-outer-D18 squared	longdouble/target-density MCMC anchored to exact Fraction cross	NA	HEURISTIC CALIBRATED;cap norm/I=.0132086697391+-.0003425476273;not a certificate	13.278	173512	Result SHA978c68b1; retention=.838715+-.014099; exact-cross relative error .00813 and mixing gate pass. Earlier direct-iid estimate differs by 36.75 SE and is withdrawn.
ADAPTIVE-D18-H2-BRIDGE-SEED2361817	2026-09-03T06:44:00+02:00	bffec107b25dbe38275675ccd5d16cbd64d7e6af2b0c64fb49af699900270cfe	k=48;delta=1/60;alpha2=237991/900000;eta2=224491/900000;8chains;burn1000;3000draws	refined inner D18 Riesz representer;target density natural-outer-D18 squared	longdouble/target-density MCMC anchored to exact Fraction cross	NA	HEURISTIC CALIBRATED;cap norm/I=.0135612628447+-.0004246643968;not a certificate	13.354	173624	Result SHA0fde7c80; retention=.845596+-.012442; exact-cross relative error .00419 and mixing gate pass. Sufficient threshold is exact .0146491591498; shortfall of means .00108789630508.
ADAPTIVE-TWO-OUTER-BAND-EXACT-V1	2026-09-03T06:43:00+02:00	187a87f6c29532645100d9a91b94ce8038c38511dfff22326efe9722ea0f8001	k=48;delta=1/60;split=9/10 outer width;lowerA=256241/1e6;upperA=231241/900000	inner plus lower/upper count schedules;active0..11 each	Fraction exact continuum endpoint/prefix checks	NA	EXACT DISCOVERER ANALYTIC PASS;INDEPENDENT AUDIT PENDING;NO QUOTIENT	NA	lightweight	Result SHAc74da6b5; tests SHA57b3ced2 6/6 normal/-O. Checks1908 ordered pairs,3816 IIa/III,1726 IIb crossings,146432 IIc cells. Lower B4..B7 gains .001326,.003245,.003165,.003374; B3 tradeoff -.000865.
ADAPTIVE-D1OVER60-UNCAPPED-D18-PENCIL-EXACT	2026-09-03T06:34:12+02:00	8e33e6f84b5b952f81b41114c713076bb2a03b8327f6472aa4f1f7872e577e2a	k=48;alpha1=103/400;eta1=97/400;alpha2=237991/900000;eta2=224491/900000;delta=1/60	refined D18 inner plus natural dilated D18 complete outer shell	Fraction exact orbit and marginal contraction	1.00161370539005579	EXACT UNAPPROVED RELAXATION;analytic_support_approved=false;never implies H1<=236	633.032	lightweight	Artifact SHA3bfaafb5. Exact projection/I=.0157186769470348646, deficit/I=.0146491591498227585, projection/deficit=1.073008818204084; positive exact raw margin but no capped support.
ADAPTIVE-D1OVER60-SUPPORT-EXACT-V1	2026-09-03T06:28:37+02:00	b8abaa8fec6f992c1071b4e550e666946444ff7c559b850960dc633836ce2c6d	k=48;delta=1/60;A=-3/400,1/4,231241/900000;outerActive0..11	nonuniform outer count schedule ending189137/1e6	Fraction exact source and continuum packing checks	NA	EXACT DISCOVERER ANALYTIC PASS;HOSTILE AUDIT PENDING;NO QUOTIENT	25 tests	lightweight	Result SHAb7070c26; 7/7 normal/-O. Inventories668 ordered pairs,1336 IIa/III,767 IIb crossings,36608 IIc cells; all reserves positive. Specialized direct-HB bypass remains audit-critical.
ADAPTIVE-D18-DIRECT-IID-CAP-SCREEN-FALSIFIED	2026-09-03T06:29:14+02:00	d134832dbce0215e2e7b6d1fa70d71c4e855f7fdc1625b6a906182beef5f697e	k=48;delta=1/60;two seeds;constant-weight upper-simplex proposal	refined inner D18 exact-antiderivative Riesz coordinate	longdouble iid importance;D0 volume calibration	NA	FALSIFIED AS HIGH-DEGREE PROPOSAL MISS;NOT AN UPPER BOUND	37.48,37.58	about60000	Results SHA11af6678/2f59f12e gave .000533/.000364 but exact-normalized h2 bridge disagrees by27.3/36.8 SE while passing exact cross calibration. Preserve as failure data only.
ADAPTIVE-MULTIBAND-B2-HEURISTIC	2026-09-03T06:16:19+02:00	8094c78b29685bac997e3a8f6a34b6e8dae30a66417c7a99c0667aca12d20959	k=48;delta=1/60;2bands;one coordinate round	jointly cross-compatible band schedules	binary64 support/volume search	NA	HEURISTIC ONLY;NO ANALYTIC OR QUOTIENT CLAIM	21.75	lightweight	Artifact SHA29427e23; all sampled/float pair screens pass but raw-volume ratio only1.00000966255 and is not a rigorous objective. Superseded analytically by the exact targeted two-band candidate.
WIDE-C722-ACTIVE25-D16-STAGED-V6-PRELAUNCH-PASS	2026-09-03T04:46:00+02:00	cfc4c3803312d5e41d87c27a753cd843da9534e85ea5e73d77079bf9ce8e284e	k=48;active25;26 common-r shards;fresh no-resume attempt;one worker	fixed radial D16 inner plus26 count-tagged shell constants	independent static/dynamic workflow reconstruction;14 producer+9 assembler tests each mode	NA	PRELAUNCH PASS ONLY;ZERO TARGET INTEGRATIONS;ARITHMETIC REMAINS CONDITIONAL	NA	lightweight	Frozen tuple producer/tests/assembler/tests/gate/spec SHAs cfc4c380/c5e45fe4/4b834f1a/e6ad2423/7b37c89d/ed9fd5aa. Independent checker/result/report c88bb29f/c6eaa5b4/fa3d6654, normal/-O byte-identical; preflight SHAbe576a37. Authorizes at most one separately root-bound fresh attempt. attempt_001 began later; no result recorded in this row.
WIDE-C722-ACTIVE25-CAP-SLACK-D16-CROSS-PILOT-V2	2026-09-03T04:48:00+02:00	cd20a85e51d623476b5433626ec4ce35d242e8a00a5f706db1af05509b59d913	k=48;active0..25;D0 all counts;D1,D2 counts9..14;26 common-r shards	fixed radial D16 crossed with38 normalized count-cap-slack coordinates	Fraction formula/kernel;exact D2 denominator ranking;cost-only preflight	NA	DISABLED IMPLEMENTATION PLAN;NO TARGET CROSS/QUOTIENT;4/4 NORMAL/-O;INDEPENDENT AUDIT PENDING	light preflight only	light	Artifact SHA3a07078c; tests/spec SHAs8f16fdc5/ce965d90; pins immutable v1. Exact ranking top6=R12,11,13,10,9,14 and selected share>19/20. Cross inventory13888 terms versus full-D2 27280/natural-B4 93600. Conservative projection5454.75s under256MiB; launch disabled pending r10h10 <=20s gate and external audit.
WIDE-C722-ACTIVE25-B4-J-CROSS-DISABLED-PLAN-V1	2026-09-03T04:43:55+02:00	00eb639b2c4ad954be36aaf8f34268c838a2ab66e5606a8f78ad70b1de0f4145	k=48;active0..25;common-r shards;workers1	natural outer even-B4 dim10 versus normalized count-cap-slack d0..2 dim76	Fraction formulas and exact static inventory;cost model from pinned exact probes	NA	DISABLED IMPLEMENTATION PLAN;NO TARGET J/QUOTIENT;5/5 NORMAL/-O;INDEPENDENT REVIEW PENDING	light preflight only	light	Artifact SHA69dfd759; tests/spec SHAs e4bc091b/35a3530e. Enforces 48*(HH-HL-HL^T+LL), exact radial cross convention, and literal cap antiderivatives. Natural B4 outer-J/cross inventories 1965600/93600 terms versus cap-cross27280. Conservative cap-cross projection8182s under256MiB; launch remains externally disabled pending one-face gate and audit.
WIDE-C722-ACTIVE25-CAP-SLACK-SHELL-D2	2026-09-03T04:25:00+02:00	bf460e36c0cc1586b82b6563464dab52773ca8895a87a930ad970b6b4935339b	k=48;active25;degree0..2 per R1..25;R0constant;dim76	count-tagged normalized cap-slack powers ((B_R-sum_large_t)/(B_R-Rdelta))^d	Fraction exact I and four ordered J traversals;binary64 LDL-whitened discovery vector;exact rational contraction	0.07134554581738625	EXACT PARTICULAR FORMS UNDER NEW TESTED IMPLEMENTATION;UNAUDITED;SHELL ONLY;NO INNER CROSS/THEOREM	110.028276	44640	Artifact SHAc66cd860; expanded tests SHAd119c246 5/5 normal/-O, including positive-degree literal antiderivatives. D0 marginal/I/J identities match the primary stratum recurrence exactly. Gain over D1 is .00042450 and shortfall .92865445; diminishing shell-only sequence is not a finite-space upper bound. Retain cap-slack coordinates only for their potentially useful fixed-inner cross.
WIDE-C722-ACTIVE25-CAP-SLACK-SHELL-D1	2026-09-03T04:22:00+02:00	bf460e36c0cc1586b82b6563464dab52773ca8895a87a930ad970b6b4935339b	k=48;active25;degree0..1 per R1..25;R0constant;dim51	count-tagged normalized cap-slack powers	Fraction exact I/J;binary64 discovery;exact rational contraction	0.07092104797623179	EXACT PARTICULAR FORMS UNDER NEW TESTED IMPLEMENTATION;UNAUDITED;SHELL ONLY;NO THEOREM	56.946971	41544	Artifact SHA3d6532fd. Exact gain over constants .0025340544, still far from one; no inner cross and no upper bound.
WIDE-C722-ACTIVE25-CAP-SLACK-SHELL-D0-REGRESSION	2026-09-03T04:20:00+02:00	bf460e36c0cc1586b82b6563464dab52773ca8895a87a930ad970b6b4935339b	k=48;active25;degree0;dim26	count-tagged shell constants	Fraction exact I/J;binary64 discovery;exact rational contraction	0.06838699356113082	EXACT REGRESSION UNDER NEW TESTED IMPLEMENTATION;UNAUDITED;SHELL ONLY;NO THEOREM	21.104895	39692	Artifact SHA6e97c4b3. Reproduces the prior clean-tail shell root to displayed precision through a separately derived cap-slack marginal path; sparse exact forms and rational vector serialized.
WIDE-C722-ACTIVE25-D18-TARGET-MCMC-V2	2026-09-03T04:02:00+02:00	28d6dacf8062f0dc6f5948d1fc3a1bd994ca4f39454931f9ce173bdb0aa84f8d	k=48;active25;D18;seed23649;4chains;burn5000;steps30000;thin1;120000saved	natural-dilation D18 outer polynomial;sample density proportional to its square on alpha1<S<alpha2	Decimal80 point recurrence plus binary64 Metropolis coordinates;exact Fraction radial-event calibration	NA	HEURISTIC CALIBRATION FAIL;outer-I diagnostic only;no J/quotient/theorem inference	240.889 total	98084	Artifact SHAcf2ec135; tests SHA3f3974c3 5/5 normal/-O. Scheduled-cap hits163/120000 give retained-I estimate .00135833, ESS14827 and Rhat1.000005; typical cap ratio median1.19784. Exact radial calibration mean.567917 versus.562376 has Rhat1.01484 but ESS154.29<200, so the run correctly fails closed. Strong search warning that the natural outer polynomial is cap-misaligned, never an exact obstruction.
WIDE-C722-ACTIVE25-D18-TARGET-MCMC-V1-SUPERSEDED	2026-09-03T03:57:00+02:00	1cb236bc857aad4ed9829861176d79eb79e257b1d58522ab9cc90f2b858f90fc	k=48;active25;D18;4chains;burn5000;steps20000;thin2;40000saved	natural-dilation D18 outer polynomial;sample density proportional to its square on alpha1<S<alpha2	Decimal80 point recurrence plus binary64 Metropolis coordinates;exact Fraction radial-event calibration	NA	HEURISTIC LABEL SUPERSEDED;only39 rare cap hits;no J/quotient/theorem inference	219.978 total	93468	Artifact SHA60274a0c. Radial event passes its original ESS/Rhat/z gates, and cap mean is .000975, but the original code lacked the successor's mandatory >=100 cap hits/misses gate. Preserve as discovery data only; v2 source supersedes it.
WIDE-C722-ACTIVE25-D16-STAGED-V5-PRELAUNCH-FAIL	2026-09-03T04:05:00+02:00	8bb0d5088e419d196b4aca732ec384804bf2918554cf001f372a3127e7f1f775	k=48;active25;26 exact common-r shards;externally anchored ledger;fresh isolated CLI	fixed radial D16 inner plus26 count-tagged shell constants	fresh-process hostile resume counterexample;producer13/13 and assembler7/7 tests normal/-O	NA	PRELAUNCH AUDIT FAIL;NO TARGET DIRECTORY;NO ARITHMETIC RUN	NA	lightweight	Checker/result/report SHAs127024d7/a173658f/c60934e5 normal/-O identical. A genuine externally anchored ledger plus26 hand-built canonical future-dated stages/manifest with marker inner_48J=999 is accepted resumed_complete without integration. Preexisting leaves lack caller anchors and persisted intervals need not precede live monotonic time; a source-rebind gap also remains. V5 frozen/retired; distinct no-resume v6 must start with only the anchored ledger and final checker still recomputes all arithmetic.
WIDE-C722-ACTIVE25-OUTER-B4-I-V2	2026-09-03T03:45:00+02:00	ddad99bdd12710e669870fcade850eb72e1c5989ef4747b2e0658be28551b6bb	k=48;delta=361/50000;alphaH=3211/12000;alphaL=103/400;active0..25;analyticSHA111a48a2	even_basis(4) outer shell;dim10	Fraction exact;55 unique symmetric pairs;110 support calls	NA	EXACT DENOMINATOR BLOCK ONLY;INDEPENDENT AUDIT PASS NORMAL/-O;rank10;all LDL pivots positive;no J/quotient/theorem claim	512.467634 producer;524.64/525.98 audit	45296 audit max	Artifact SHAffe98de8; tests SHAdaaacda0; independent checker/result/report SHAs aa8b8cdb/9888d319/8a2a2040. Both independent canonical replays byte-identical and reconstruct all110 support calls, all100 displayed entries, H-L, v1 exact values, rank10, and ten positive pivots without importing the producer. Scope is denominator only.
WIDE-C722-ACTIVE25-OUTER-B4-I-V1-INVALID-METADATA	2026-09-03T03:25:00+02:00	fdcfa7e05b25f5dea69c070182149ceab7b877da1df67fce4a5b53fab6546b90	k=48;delta=361/50000;alphaH=3211/12000;alphaL=103/400;active0..25	even_basis(4) outer shell;dim10	Fraction exact;100 ordered entries per support	NA	EXACT MATRIX BUT INVALID WORK-COUNT METADATA;preserved and superseded by v2;no J/quotient	1129.768924	43800	Artifact SHA368c5305 falsely labels the computation as55 upper-triangle contractions although source evaluates100 ordered entries/support. Matrix bytes agree exactly with corrected v2. Preserved as failed provenance/cost data; never use its cost claim.
WIDE-C722-ACTIVE25-D16-STAGED-V4-PRELAUNCH-FAIL	2026-09-03T03:41:22+02:00	7d5188ec18ef99ae22aeada193471a69c11cf15363aa26496ef8b3217387beef	k=48;active25;26 exact common-r shards;boot-bound4h ledger;one worker	fixed radial D16 inner plus 26 count-tagged shell constants	static/runtime hostile prelaunch audit;19/19 ordinary tests normal/-O	NA	PRELAUNCH AUDIT FAIL;NO TARGET DIRECTORY;NO ARITHMETIC RUN	NA	lightweight	Frozen counterexample checker/result/report SHAs b1da2c8b/f020711a/11fe3b77. Same-process mutation of private runtime dispatch and module identity emits production-shaped fake stages with false inner_48J=999 that the assembler accepts. Also missing external ledger anchor, hardlink rejection, and global ordering of resource intervals. V4 untouched/retired; distinct v5 must use fresh isolated CLI plus external self/ledger anchors, and final checker must recompute arithmetic.
WIDE-C722-ACTIVE25-D16-STAGED-V3-PRELAUNCH-FAIL	2026-09-03T03:41:22+02:00	79cbeb74b994e8d6bdd5f16e7d0f7d11aa148d6f9d6d4f32a12932854d62efd8	k=48;active25;26 exact common-r shards;advertised4h gate	fixed radial D16 inner plus 26 count-tagged shell constants	synthetic-clock/directory hostile audit	NA	PRELAUNCH AUDIT FAIL;NO TARGET DIRECTORY;NO ARITHMETIC RUN	NA	lightweight	Regression/report SHAs13c5a756/a384a193; normal/-O failure output SHA3d7e9274. Four-hour duration reset across resumes, per-shard timeout was post-return only, late extra leaf survived accepted manifest, and injected mem reader/no-op sleeper yielded indistinguishable records. Superseded; failures retained permanently.
C10-D4-IMPORTANCE-V67-RECOVERY-REJECT	2026-09-03T03:31:15+02:00	118b56e6e7fe07c3a95ed1f49da6cbaf1c0352f5f9776526ea8bb5aa0d4782f8	k=48;C10;records-only replay of all128 frozen v6.6 leaves;authSHA1656f18c	exact-whitened conditional D4 importance calibration	binary64 full-jackknife replay;no new chains	NA	AUDIT PASS OF AUTHENTIC REJECTED OUTPUT;NO HEURISTIC CANDIDATE	approximately45 recovery after approximately32 authorization	unknown	Output SHA3ff38ac4; independent checker/tests/result/report SHAs f051baf7/ab594024/0e1daaaf/c9f84451, normal/-O identical. Degree1/2 deletion stability fail; Rhat about1.498>1.05; ESS about85.6<200; J precision0/16; worst standardized discrepancy about557.6>12. No matrix, vector, root, or quotient emitted. Mechanism retired rather than extending uncalibrated chains.
WIDE-C722-ACTIVE25-D18-OUTER-I-CHUNK-CALIBRATION	2026-09-03T03:31:15+02:00	32deb9aef6c09c46c17b05d8145751029894f493452baa45375cdabab980cb40	k=48;active25;D18 natural dilation;stratum0;groups0..1500 of10761	fixed dilated D18 polynomial on capped H-minus-L shell	Fraction exact count-and-group checkpointing	NA	UNAUDITED EXACT-ARITHMETIC PARTIAL I TERMS ONLY;incomplete signed decomposition;no quotient	124.746;198.927;third chunk completed	292164 first;329972 second	Three O_EXCL canonical shards SHAs2fb8b9aa/98b7b4a4/2cf9c57f; normal/-O low-k additivity tests4/4. Threat modeling found that v1 assembler trusts self-declared shard values, lacks per-stratum nesting, late leaf-set/transitive-import rebinding, and held output-parent publication tests. No more v1 shards will run and no v1 assembly is authorized. Partial values have no interpretation; a distinct v2 plus independent full recomputation is required.
WIDE-C722-ACTIVE25-D18-OUTER-I-SCALAR-ABORT	2026-09-03T02:57:30+02:00	014c6c9dad731203d627c72f545ee225117af7b19a1b3394a3bf68d646fbf398	k=48;active25;D18 natural dilation;10761 square-orbit groups	fixed dilated D18 polynomial on capped H-minus-L shell	Fraction exact scalar support-moment loop	NA	RESOURCE-ABORTED REPRESENTATION;no output;no partial form;no quotient	approximately300	unknown	No first 500-term checkpoint was reached and the process was interrupted before the independently audited D16 staged launch to avoid concurrent memory pressure on an 8GiB host already using swap. Reorganize by count/face with checkpoints; do not rerun this uncheckpointed scalar form.
